ApplicantName,Age,Gender,MaritalStatus,Education,EmploymentType,SelfEmployed,AnnualIncome,MonthlyIncome,ExistingEMI,CreditCardUsage,NumberExistingLoans,LoanAmount,LoanPurpose,LoanTenure,CIBILScore,BankBalance,PropertyOwnership,Dependents,DebtToIncomeRatio,CreditUtilizationRatio,SavingsAmount,PreviousLoanDefaults,LoanStatus
Deepak Choudhury,44,Female,Single,Post Graduate,Business,1,449000.0,37416.67,819.28,0.3,1,1700000.0,Medical Emergency,240,553,352822.46,Owned,4,0.21,0.3,352822.46,1,0
Divya Agarwal,23,Male,Married,High School,Freelancer,1,482000.0,40166.67,6614.32,0.41,4,1753000.0,Personal Loan,120,768,688168.28,Owned,3,0.53,0.41,688168.28,0,1
Karan Malhotra,57,Female,Divorced,Graduate,Self-Employed,1,375000.0,31250.0,13712.1,0.4,1,1827000.0,Education Loan,360,584,882553.71,Owned,1,0.6,0.4,882553.71,0,0
Deepak Choudhury,27,Female,Divorced,Graduate,Salaried,0,669000.0,55750.0,976.25,0.69,0,3293000.0,Business Loan,240,722,306039.13,Mortgaged,2,0.26,0.69,306039.13,0,1
Tanvi Bhatia,56,Female,Single,Doctorate,Business,1,1005000.0,83750.0,22376.0,0.51,2,3320000.0,Car Loan,60,766,1245940.95,Owned,1,0.93,0.51,1245940.95,0,1
Ananya Iyer,23,Female,Divorced,High School,Salaried,0,180000.0,15000.0,4029.14,0.29,1,739000.0,Business Loan,48,734,329644.85,Mortgaged,0,1.29,0.29,329644.85,0,1
Deepak Choudhury,54,Female,Single,Post Graduate,Salaried,0,355000.0,29583.33,7622.34,0.68,2,550000.0,Car Loan,120,722,392300.81,Rented,2,0.41,0.68,392300.81,0,1
Divya Agarwal,43,Female,Divorced,Graduate,Self-Employed,1,362000.0,30166.67,7041.13,0.55,0,2168000.0,Car Loan,360,801,363585.37,Owned,0,0.43,0.55,363585.37,0,1
Meera Pillai,60,Female,Divorced,High School,Business,1,275000.0,22916.67,6291.42,0.22,0,510000.0,Business Loan,60,825,175912.25,Rented,2,0.65,0.22,175912.25,0,1
Rohan Mehta,24,Female,Married,Doctorate,Business,1,858000.0,71500.0,18033.69,0.89,3,3835000.0,Education Loan,24,783,1266703.43,Mortgaged,1,2.49,0.89,1266703.43,0,1
Siddharth Rao,37,Female,Single,High School,Salaried,0,424000.0,35333.33,4573.32,0.69,1,1020000.0,Car Loan,60,447,802891.66,Owned,4,0.61,0.69,802891.66,0,0
Meera Pillai,47,Female,Single,Graduate,Self-Employed,1,1170000.0,97500.0,10637.85,0.65,1,4002000.0,Medical Emergency,48,821,264395.03,Rented,4,0.96,0.65,264395.03,0,1
Riya Sen,37,Male,Divorced,Post Graduate,Salaried,0,180000.0,15000.0,6510.5,0.93,1,246000.0,Medical Emergency,240,564,224257.76,Owned,3,0.5,0.93,224257.76,1,0
Sneha Nair,63,Female,Married,Graduate,Salaried,0,387000.0,32250.0,9466.49,0.26,4,1766000.0,Home Loan,36,788,426831.57,Owned,4,1.81,0.26,426831.57,0,1
Priya Patel,53,Female,Married,Post Graduate,Business,1,529000.0,44083.33,17392.39,0.06,0,1917000.0,Home Loan,120,525,414179.47,Mortgaged,3,0.76,0.06,414179.47,1,0
Riya Sen,63,Male,Divorced,Doctorate,Business,1,554000.0,46166.67,4005.66,0.15,1,772000.0,Car Loan,60,585,1010848.13,Owned,0,0.37,0.15,1010848.13,0,1
Sneha Nair,21,Male,Single,Doctorate,Freelancer,1,1447000.0,120583.33,27960.42,0.13,1,6050000.0,Personal Loan,36,675,1802802.59,Owned,2,1.63,0.13,1802802.59,1,0
Siddharth Rao,57,Male,Married,High School,Business,1,799000.0,66583.33,9047.05,0.7,3,450000.0,Medical Emergency,120,626,1408353.05,Owned,3,0.19,0.7,1408353.05,0,1
Karan Malhotra,36,Female,Single,Doctorate,Business,1,556000.0,46333.33,14392.55,0.62,4,3154000.0,Education Loan,48,734,348005.21,Owned,0,1.73,0.62,348005.21,0,0
Karan Malhotra,32,Female,Married,Doctorate,Self-Employed,1,573000.0,47750.0,16370.46,0.66,0,2164000.0,Home Loan,360,698,671667.82,Mortgaged,4,0.47,0.66,671667.82,0,1
Manish Tiwari,42,Male,Single,Post Graduate,Self-Employed,1,231000.0,19250.0,1425.3,0.82,5,677000.0,Medical Emergency,48,774,420559.32,Rented,1,0.81,0.82,420559.32,0,1
Deepak Choudhury,62,Female,Single,Doctorate,Self-Employed,1,993000.0,82750.0,19112.07,0.46,1,812000.0,Car Loan,60,796,1823021.09,Rented,4,0.39,0.46,1823021.09,0,1
Aarav Sharma,54,Male,Divorced,Graduate,Salaried,0,464000.0,38666.67,7372.34,0.68,1,1613000.0,Home Loan,24,771,1144562.44,Rented,0,1.93,0.68,1144562.44,1,0
Divya Agarwal,24,Male,Single,Doctorate,Business,1,299000.0,24916.67,11132.41,0.39,3,1580000.0,Car Loan,180,773,87487.39,Mortgaged,2,0.8,0.39,87487.39,0,1
Vikram Singh,62,Female,Single,Post Graduate,Freelancer,1,340000.0,28333.33,6742.74,0.71,1,586000.0,Home Loan,12,573,832448.4,Rented,3,1.96,0.71,832448.4,1,0
Meera Pillai,49,Female,Divorced,Doctorate,Self-Employed,1,324000.0,27000.0,3007.27,0.36,1,653000.0,Medical Emergency,24,806,57452.18,Mortgaged,3,1.12,0.36,57452.18,0,1
Aarav Sharma,30,Male,Single,Graduate,Salaried,0,377000.0,31416.67,8396.89,0.45,2,1582000.0,Home Loan,48,620,707741.57,Rented,4,1.32,0.45,707741.57,0,0
Meera Pillai,34,Male,Single,Post Graduate,Business,1,709000.0,59083.33,6225.77,0.87,2,2601000.0,Business Loan,120,639,474015.91,Owned,4,0.47,0.87,474015.91,0,1
Deepak Choudhury,35,Male,Married,High School,Business,1,180000.0,15000.0,411.46,0.9,1,961000.0,Personal Loan,180,571,258127.49,Owned,1,0.38,0.9,258127.49,1,0
Siddharth Rao,57,Female,Divorced,Doctorate,Freelancer,1,799000.0,66583.33,4470.93,0.39,2,3715000.0,Car Loan,48,660,1708596.17,Rented,0,1.23,0.39,1708596.17,0,1
Vikram Singh,27,Female,Single,Doctorate,Freelancer,1,489000.0,40750.0,10219.25,0.17,2,898000.0,Personal Loan,120,724,807873.99,Rented,1,0.43,0.17,807873.99,0,1
Rahul Verma,46,Male,Single,High School,Freelancer,1,586000.0,48833.33,14803.94,0.59,1,3109000.0,Personal Loan,360,725,363812.04,Owned,0,0.48,0.59,363812.04,0,1
Amit Kumar,55,Female,Single,Post Graduate,Self-Employed,1,646000.0,53833.33,23306.33,0.16,0,3874000.0,Car Loan,48,900,1143098.99,Mortgaged,2,1.93,0.16,1143098.99,0,1
Kavya Reddy,38,Female,Married,Doctorate,Freelancer,1,268000.0,22333.33,5363.18,0.37,1,520000.0,Business Loan,240,722,326533.82,Mortgaged,4,0.34,0.37,326533.82,0,1
Amit Kumar,45,Male,Married,High School,Freelancer,1,1120000.0,93333.33,1920.05,0.83,0,5126000.0,Home Loan,60,841,1599301.48,Mortgaged,0,0.94,0.83,1599301.48,0,1
Divya Agarwal,23,Female,Single,Post Graduate,Business,1,397000.0,33083.33,3424.4,0.56,0,735000.0,Business Loan,120,521,284880.93,Rented,1,0.29,0.56,284880.93,1,0
Riya Sen,32,Female,Single,High School,Self-Employed,1,424000.0,35333.33,2225.34,0.54,2,641000.0,Business Loan,12,663,575565.84,Owned,3,1.57,0.54,575565.84,0,1
Priya Patel,35,Male,Married,Post Graduate,Self-Employed,1,455000.0,37916.67,1159.7,0.19,1,775000.0,Car Loan,120,623,111511.53,Mortgaged,3,0.2,0.19,111511.53,0,1
Tanvi Bhatia,25,Female,Divorced,Doctorate,Salaried,0,454000.0,37833.33,112.58,0.55,3,257000.0,Business Loan,60,772,629140.24,Rented,4,0.12,0.55,629140.24,1,0
Divya Agarwal,53,Male,Single,Graduate,Self-Employed,1,511000.0,42583.33,4617.56,0.61,4,965000.0,Education Loan,60,707,1026009.92,Owned,0,0.49,0.61,1026009.92,0,1
Siddharth Rao,62,Female,Divorced,Post Graduate,Self-Employed,1,535000.0,44583.33,6018.24,0.8,0,505000.0,Medical Emergency,12,623,173554.65,Rented,4,1.08,0.8,173554.65,0,0
Riya Sen,63,Male,Divorced,Graduate,Self-Employed,1,432000.0,36000.0,1339.52,0.81,1,1748000.0,Education Loan,24,730,970919.53,Owned,2,2.06,0.81,970919.53,0,1
Manish Tiwari,50,Female,Married,Graduate,Salaried,0,1133000.0,94416.67,29079.67,0.3,0,3950000.0,Medical Emergency,12,710,601000.77,Rented,1,3.79,0.3,601000.77,1,0
Rohan Mehta,52,Male,Divorced,Doctorate,Salaried,0,381000.0,31750.0,4275.92,0.56,1,1378000.0,Car Loan,360,626,341433.77,Mortgaged,1,0.26,0.56,341433.77,0,1
Rahul Verma,44,Female,Single,Graduate,Freelancer,1,387000.0,32250.0,3368.99,0.12,0,1482000.0,Business Loan,180,697,938633.39,Rented,1,0.36,0.12,938633.39,1,0
Aditya Joshi,61,Female,Married,Post Graduate,Business,1,418000.0,34833.33,8668.87,0.39,2,636000.0,Business Loan,180,705,127768.34,Mortgaged,3,0.35,0.39,127768.34,0,1
Kavya Reddy,40,Male,Single,High School,Self-Employed,1,338000.0,28166.67,4816.5,0.76,0,456000.0,Car Loan,120,697,326400.03,Owned,0,0.31,0.76,326400.03,1,0
Sneha Nair,32,Female,Married,High School,Salaried,0,479000.0,39916.67,2380.16,0.22,1,1422000.0,Business Loan,360,616,516987.58,Owned,2,0.16,0.22,516987.58,0,1
Meera Pillai,38,Male,Divorced,High School,Freelancer,1,551000.0,45916.67,254.99,0.42,0,2637000.0,Medical Emergency,360,632,1252146.5,Owned,2,0.17,0.42,1252146.5,0,1
Neha Gupta,53,Female,Single,Post Graduate,Business,1,409000.0,34083.33,4618.6,0.49,2,347000.0,Car Loan,60,496,454254.06,Rented,1,0.31,0.49,454254.06,1,0
Pooja Deshmukh,49,Female,Single,Doctorate,Self-Employed,1,467000.0,38916.67,8018.3,0.17,1,251000.0,Car Loan,120,784,989980.28,Rented,1,0.26,0.17,989980.28,0,1
Amit Kumar,34,Female,Married,Doctorate,Self-Employed,1,331000.0,27583.33,3729.15,0.59,2,1431000.0,Car Loan,120,648,174215.05,Rented,4,0.57,0.59,174215.05,0,0
Sneha Nair,41,Female,Divorced,Post Graduate,Business,1,180000.0,15000.0,2538.37,0.78,1,479000.0,Home Loan,48,628,273842.08,Mortgaged,1,0.83,0.78,273842.08,0,0
Meera Pillai,55,Male,Divorced,Doctorate,Self-Employed,1,463000.0,38583.33,7612.67,0.31,2,1996000.0,Car Loan,240,659,200955.84,Rented,3,0.41,0.31,200955.84,0,1
Vikram Singh,45,Female,Married,Graduate,Freelancer,1,543000.0,45250.0,20173.14,0.48,4,1469000.0,Business Loan,180,721,762778.43,Rented,4,0.63,0.48,762778.43,0,1
Meera Pillai,44,Male,Single,Post Graduate,Business,1,498000.0,41500.0,3106.37,0.6,2,1792000.0,Medical Emergency,180,743,1205332.67,Rented,0,0.31,0.6,1205332.67,0,1
Divya Agarwal,64,Male,Single,Graduate,Business,1,551000.0,45916.67,4587.1,0.72,0,1966000.0,Medical Emergency,48,537,644597.56,Rented,3,0.99,0.72,644597.56,1,0
Manish Tiwari,42,Male,Married,Graduate,Freelancer,1,180000.0,15000.0,705.71,0.42,1,1042000.0,Home Loan,36,730,168477.98,Rented,4,1.98,0.42,168477.98,0,0
Rohan Mehta,37,Female,Married,Doctorate,Salaried,0,337000.0,28083.33,5537.32,0.68,1,760000.0,Education Loan,12,461,688978.39,Owned,4,2.45,0.68,688978.39,0,0
Ananya Iyer,45,Male,Divorced,Post Graduate,Self-Employed,1,553000.0,46083.33,11445.24,0.35,0,1573000.0,Car Loan,48,723,1114081.48,Mortgaged,2,0.96,0.35,1114081.48,0,1
Divya Agarwal,44,Female,Single,Post Graduate,Freelancer,1,364000.0,30333.33,8083.57,0.4,1,1593000.0,Personal Loan,60,684,693631.55,Owned,0,1.14,0.4,693631.55,0,1
Meera Pillai,30,Male,Married,High School,Self-Employed,1,459000.0,38250.0,7875.59,0.29,1,2407000.0,Business Loan,120,609,703523.07,Mortgaged,4,0.73,0.29,703523.07,0,0
Ananya Iyer,46,Female,Married,Doctorate,Self-Employed,1,243000.0,20250.0,7415.19,0.69,3,519000.0,Business Loan,24,654,416274.6,Rented,3,1.43,0.69,416274.6,0,1
Sneha Nair,60,Male,Single,High School,Self-Employed,1,1024000.0,85333.33,19615.67,0.43,0,1288000.0,Car Loan,180,763,558908.29,Mortgaged,0,0.31,0.43,558908.29,0,1
Neha Gupta,59,Male,Married,High School,Self-Employed,1,180000.0,15000.0,1262.92,0.81,4,703000.0,Education Loan,12,757,227351.05,Owned,2,3.99,0.81,227351.05,0,1
Meera Pillai,40,Female,Married,Doctorate,Freelancer,1,1613000.0,134416.67,42954.74,0.45,2,2290000.0,Business Loan,12,785,3242314.1,Owned,3,1.74,0.45,3242314.1,0,1
Aditya Joshi,62,Male,Divorced,High School,Self-Employed,1,1216000.0,101333.33,35601.75,0.56,2,5775000.0,Car Loan,360,638,1612336.17,Mortgaged,2,0.51,0.56,1612336.17,0,0
Meera Pillai,39,Female,Divorced,Graduate,Freelancer,1,605000.0,50416.67,12395.39,0.94,2,643000.0,Medical Emergency,48,628,492773.37,Owned,1,0.51,0.94,492773.37,0,1
Pooja Deshmukh,39,Male,Married,Graduate,Self-Employed,1,453000.0,37750.0,3565.31,0.71,0,1943000.0,Medical Emergency,180,690,225755.21,Owned,2,0.38,0.71,225755.21,0,1
Rohan Mehta,49,Male,Divorced,High School,Business,1,197000.0,16416.67,4409.29,0.2,1,1159000.0,Education Loan,60,646,290489.38,Mortgaged,4,1.45,0.2,290489.38,0,0
Ananya Iyer,51,Male,Married,Graduate,Business,1,872000.0,72666.67,28352.46,0.16,3,4590000.0,Personal Loan,36,655,1576007.14,Owned,1,2.14,0.16,1576007.14,0,1
Siddharth Rao,52,Female,Single,High School,Freelancer,1,346000.0,28833.33,4867.86,0.12,1,1685000.0,Home Loan,180,686,462765.43,Rented,1,0.49,0.12,462765.43,0,1
Pooja Deshmukh,56,Female,Married,High School,Salaried,0,180000.0,15000.0,5865.13,0.81,2,182000.0,Car Loan,120,628,385245.9,Mortgaged,4,0.49,0.81,385245.9,0,1
Divya Agarwal,38,Male,Married,High School,Business,1,1011000.0,84250.0,31404.58,0.35,0,3719000.0,Business Loan,240,749,2013839.98,Mortgaged,3,0.56,0.35,2013839.98,0,1
Priya Patel,50,Male,Divorced,Doctorate,Salaried,0,318000.0,26500.0,1481.53,0.82,1,931000.0,Home Loan,180,619,186209.26,Mortgaged,4,0.25,0.82,186209.26,0,1
Sneha Nair,58,Male,Married,Graduate,Business,1,180000.0,15000.0,1690.13,0.38,2,985000.0,Personal Loan,12,675,189219.56,Rented,0,5.58,0.38,189219.56,0,0
Kavya Reddy,40,Female,Divorced,Graduate,Salaried,0,221000.0,18416.67,9.0,0.48,2,272000.0,Personal Loan,360,708,382762.84,Owned,4,0.04,0.48,382762.84,1,0
Amit Kumar,25,Male,Married,Post Graduate,Freelancer,1,860000.0,71666.67,2284.21,0.39,0,3887000.0,Home Loan,24,616,732757.45,Rented,4,2.29,0.39,732757.45,0,0
Vikram Singh,43,Male,Single,Graduate,Self-Employed,1,180000.0,15000.0,2970.67,0.7,0,712000.0,Personal Loan,180,655,284144.84,Rented,1,0.46,0.7,284144.84,0,1
Rahul Verma,49,Male,Single,Graduate,Freelancer,1,804000.0,67000.0,10598.8,0.44,1,3900000.0,Personal Loan,60,635,1324259.85,Owned,2,1.13,0.44,1324259.85,0,1
Tanvi Bhatia,32,Female,Divorced,Graduate,Business,1,268000.0,22333.33,2064.73,0.6,0,412000.0,Car Loan,60,726,442416.4,Owned,0,0.4,0.6,442416.4,0,1
Ananya Iyer,63,Male,Married,Graduate,Salaried,0,735000.0,61250.0,27200.95,0.89,3,901000.0,Business Loan,180,790,718087.58,Mortgaged,3,0.53,0.89,718087.58,0,1
Riya Sen,40,Male,Single,Graduate,Salaried,0,424000.0,35333.33,4168.75,0.09,2,353000.0,Car Loan,360,676,333929.99,Mortgaged,2,0.15,0.09,333929.99,0,1
Divya Agarwal,26,Female,Divorced,Doctorate,Salaried,0,496000.0,41333.33,11913.99,0.53,1,665000.0,Home Loan,60,599,143667.27,Owned,1,0.56,0.53,143667.27,0,0
Vikram Singh,44,Female,Married,Graduate,Business,1,180000.0,15000.0,4716.06,0.71,1,928000.0,Home Loan,48,725,55243.93,Rented,3,1.6,0.71,55243.93,0,0
Tanvi Bhatia,43,Male,Married,Post Graduate,Salaried,0,252000.0,21000.0,119.68,0.17,2,142000.0,Car Loan,120,737,341513.64,Mortgaged,4,0.06,0.17,341513.64,0,1
Pooja Deshmukh,52,Male,Divorced,High School,Salaried,0,717000.0,59750.0,20741.83,0.08,2,3541000.0,Education Loan,360,570,181610.92,Mortgaged,1,0.51,0.08,181610.92,1,0
Rahul Verma,37,Female,Married,High School,Salaried,0,494000.0,41166.67,9255.28,0.56,1,1246000.0,Education Loan,24,695,1109644.64,Mortgaged,0,1.49,0.56,1109644.64,0,1
Kavya Reddy,24,Male,Single,Graduate,Self-Employed,1,232000.0,19333.33,400.04,0.38,1,1290000.0,Personal Loan,12,740,331035.11,Mortgaged,4,5.58,0.38,331035.11,0,0
Divya Agarwal,61,Male,Married,Post Graduate,Freelancer,1,531000.0,44250.0,18236.96,0.34,1,2678000.0,Business Loan,120,612,205264.54,Mortgaged,0,0.92,0.34,205264.54,0,0
Neha Gupta,53,Male,Divorced,Graduate,Freelancer,1,809000.0,67416.67,2091.06,0.47,3,1661000.0,Education Loan,120,657,248626.13,Rented,4,0.24,0.47,248626.13,1,0
Rohan Mehta,58,Female,Divorced,High School,Self-Employed,1,903000.0,75250.0,15709.72,0.58,3,2902000.0,Personal Loan,360,569,1738417.07,Owned,2,0.32,0.58,1738417.07,0,1
Aarav Sharma,21,Male,Divorced,High School,Salaried,0,476000.0,39666.67,16975.18,0.05,0,1959000.0,Medical Emergency,60,587,166351.36,Mortgaged,0,1.25,0.05,166351.36,0,0
Divya Agarwal,32,Female,Single,Post Graduate,Business,1,894000.0,74500.0,3118.72,0.88,1,4859000.0,Business Loan,180,862,1593137.13,Rented,0,0.4,0.88,1593137.13,0,1
Rahul Verma,52,Male,Divorced,Post Graduate,Freelancer,1,204000.0,17000.0,572.45,0.56,0,590000.0,Personal Loan,48,625,163204.58,Rented,2,0.76,0.56,163204.58,0,0
Siddharth Rao,28,Female,Married,Doctorate,Business,1,851000.0,70916.67,7455.12,0.9,1,1063000.0,Business Loan,24,818,402510.51,Owned,1,0.73,0.9,402510.51,0,1
Amit Kumar,28,Female,Single,High School,Self-Employed,1,180000.0,15000.0,3050.44,0.47,0,934000.0,Home Loan,36,886,366881.86,Rented,1,1.93,0.47,366881.86,0,1
Tanvi Bhatia,45,Male,Single,High School,Self-Employed,1,192000.0,16000.0,656.73,0.27,2,472000.0,Business Loan,12,531,331246.1,Rented,1,2.5,0.27,331246.1,1,0
Neha Gupta,64,Male,Married,Doctorate,Self-Employed,1,698000.0,58166.67,2479.43,0.14,0,3396000.0,Home Loan,12,705,173108.22,Owned,2,4.91,0.14,173108.22,0,1
Siddharth Rao,35,Female,Divorced,Graduate,Business,1,417000.0,34750.0,14346.29,0.12,0,2495000.0,Personal Loan,240,553,851646.1,Owned,4,0.71,0.12,851646.1,1,0
Amit Kumar,24,Male,Single,Doctorate,Salaried,0,262000.0,21833.33,1650.49,0.57,1,1315000.0,Car Loan,240,591,44738.47,Mortgaged,2,0.33,0.57,44738.47,0,1
Pooja Deshmukh,28,Male,Single,High School,Business,1,768000.0,64000.0,12845.13,0.18,1,2978000.0,Business Loan,48,538,1269863.55,Rented,3,1.17,0.18,1269863.55,1,0
Meera Pillai,46,Female,Single,Graduate,Business,1,408000.0,34000.0,5860.13,0.43,1,1646000.0,Business Loan,48,665,658434.7,Mortgaged,4,1.18,0.43,658434.7,0,1
Siddharth Rao,51,Female,Married,Doctorate,Business,1,308000.0,25666.67,10541.42,0.5,1,812000.0,Personal Loan,12,708,266514.3,Owned,3,3.05,0.5,266514.3,1,0
Aditya Joshi,40,Male,Married,High School,Self-Employed,1,1023000.0,85250.0,37364.3,0.14,1,4207000.0,Education Loan,360,673,2106443.33,Mortgaged,1,0.58,0.14,2106443.33,1,0
Kavya Reddy,33,Female,Married,Post Graduate,Self-Employed,1,912000.0,76000.0,8090.05,0.34,1,4158000.0,Education Loan,12,714,1630917.67,Rented,0,4.67,0.34,1630917.67,0,1
Manish Tiwari,35,Male,Divorced,Post Graduate,Freelancer,1,191000.0,15916.67,3882.97,0.21,2,135000.0,Home Loan,48,837,294902.22,Owned,1,0.42,0.21,294902.22,0,1
Aarav Sharma,47,Female,Divorced,Post Graduate,Self-Employed,1,287000.0,23916.67,3667.42,0.21,2,1410000.0,Education Loan,12,760,43793.6,Mortgaged,1,5.07,0.21,43793.6,0,1
Vikram Singh,39,Male,Divorced,High School,Salaried,0,268000.0,22333.33,3754.59,0.9,1,717000.0,Home Loan,120,873,220895.35,Owned,2,0.44,0.9,220895.35,0,1
Divya Agarwal,64,Female,Divorced,High School,Self-Employed,1,358000.0,29833.33,9493.93,0.56,0,1931000.0,Business Loan,120,720,227605.41,Mortgaged,4,0.86,0.56,227605.41,0,0
Siddharth Rao,35,Female,Divorced,High School,Self-Employed,1,291000.0,24250.0,1939.24,0.05,1,1269000.0,Business Loan,180,622,623268.66,Mortgaged,4,0.37,0.05,623268.66,1,0
Tanvi Bhatia,45,Female,Divorced,Post Graduate,Salaried,0,273000.0,22750.0,9589.34,0.18,2,1256000.0,Personal Loan,120,827,670955.15,Owned,3,0.88,0.18,670955.15,0,1
Rahul Verma,39,Female,Married,Graduate,Business,1,180000.0,15000.0,1415.37,0.67,2,437000.0,Home Loan,12,774,38799.7,Rented,4,2.52,0.67,38799.7,0,1
Neha Gupta,53,Female,Married,Doctorate,Business,1,180000.0,15000.0,3685.66,0.14,1,565000.0,Business Loan,48,822,88267.61,Owned,3,1.03,0.14,88267.61,0,1
Priya Patel,33,Female,Single,High School,Business,1,281000.0,23416.67,10028.14,0.12,1,403000.0,Car Loan,36,683,521750.74,Mortgaged,4,0.91,0.12,521750.74,0,1
Rahul Verma,28,Female,Divorced,Doctorate,Salaried,0,540000.0,45000.0,8734.3,0.64,1,2074000.0,Car Loan,36,755,123408.24,Rented,2,1.47,0.64,123408.24,0,1
Rohan Mehta,42,Female,Divorced,High School,Business,1,671000.0,55916.67,7483.34,0.14,2,1786000.0,Business Loan,240,855,314441.23,Rented,3,0.27,0.14,314441.23,1,0
Rahul Verma,56,Female,Divorced,Doctorate,Self-Employed,1,473000.0,39416.67,1720.31,0.24,1,1897000.0,Home Loan,240,714,1005146.65,Rented,1,0.24,0.24,1005146.65,0,1
Riya Sen,50,Female,Divorced,High School,Salaried,0,1144000.0,95333.33,27536.07,0.4,1,2906000.0,Car Loan,120,652,626682.12,Owned,3,0.54,0.4,626682.12,0,1
Karan Malhotra,23,Female,Single,High School,Salaried,0,230000.0,19166.67,1303.5,0.68,4,237000.0,Medical Emergency,120,651,469115.45,Rented,1,0.17,0.68,469115.45,0,1
Manish Tiwari,28,Male,Divorced,Graduate,Freelancer,1,322000.0,26833.33,9882.24,0.43,3,1109000.0,Car Loan,48,712,400255.49,Owned,0,1.23,0.43,400255.49,0,1
Priya Patel,43,Male,Single,Doctorate,Self-Employed,1,276000.0,23000.0,9822.79,0.2,0,460000.0,Personal Loan,36,560,55868.52,Owned,2,0.98,0.2,55868.52,1,0
Divya Agarwal,29,Male,Divorced,Post Graduate,Business,1,971000.0,80916.67,11642.88,0.7,0,4797000.0,Home Loan,180,683,1393651.14,Mortgaged,1,0.47,0.7,1393651.14,0,1
Aditya Joshi,24,Female,Single,Doctorate,Salaried,0,551000.0,45916.67,8563.42,0.18,1,2057000.0,Home Loan,24,806,799193.0,Owned,3,2.05,0.18,799193.0,0,1
Meera Pillai,62,Female,Married,High School,Freelancer,1,1648000.0,137333.33,40465.88,0.56,2,5112000.0,Personal Loan,60,741,1758642.6,Mortgaged,2,0.92,0.56,1758642.6,0,1
Siddharth Rao,36,Male,Married,High School,Self-Employed,1,626000.0,52166.67,1157.11,0.48,1,1238000.0,Education Loan,12,632,570210.0,Rented,2,2.0,0.48,570210.0,0,0
Riya Sen,22,Male,Single,Post Graduate,Business,1,678000.0,56500.0,24769.53,0.45,1,3418000.0,Education Loan,180,690,1052222.04,Owned,0,0.77,0.45,1052222.04,0,1
Rohan Mehta,56,Female,Divorced,Doctorate,Business,1,239000.0,19916.67,7358.37,0.51,2,328000.0,Education Loan,360,707,255281.72,Mortgaged,2,0.42,0.51,255281.72,0,1
Aarav Sharma,61,Male,Single,Post Graduate,Salaried,0,601000.0,50083.33,5622.89,0.46,0,3335000.0,Medical Emergency,48,769,455285.14,Rented,4,1.5,0.46,455285.14,0,1
Ananya Iyer,54,Male,Single,High School,Freelancer,1,180000.0,15000.0,4009.79,0.21,0,952000.0,Business Loan,360,683,169096.28,Owned,3,0.44,0.21,169096.28,0,1
Aditya Joshi,52,Male,Married,Graduate,Freelancer,1,512000.0,42666.67,953.3,0.82,2,2452000.0,Personal Loan,48,592,846700.41,Mortgaged,4,1.22,0.82,846700.41,0,0
Divya Agarwal,63,Male,Divorced,Graduate,Freelancer,1,1108000.0,92333.33,37873.47,0.63,0,4217000.0,Home Loan,48,789,781956.66,Rented,2,1.36,0.63,781956.66,0,1
Aditya Joshi,25,Female,Married,High School,Freelancer,1,389000.0,32416.67,3676.03,0.47,0,1643000.0,Business Loan,180,814,584577.21,Owned,2,0.39,0.47,584577.21,0,1
Pooja Deshmukh,51,Female,Married,Graduate,Freelancer,1,315000.0,26250.0,754.08,0.94,0,1267000.0,Education Loan,60,643,527526.42,Mortgaged,2,0.83,0.94,527526.42,0,0
Vikram Singh,27,Male,Single,Doctorate,Business,1,350000.0,29166.67,8934.92,0.7,3,1437000.0,Education Loan,60,695,796805.71,Rented,3,1.13,0.7,796805.71,0,1
Priya Patel,49,Male,Married,Post Graduate,Freelancer,1,597000.0,49750.0,20294.86,0.65,1,1964000.0,Personal Loan,360,885,319231.46,Owned,3,0.52,0.65,319231.46,0,1
Aditya Joshi,55,Male,Divorced,High School,Salaried,0,219000.0,18250.0,1825.26,0.25,3,1159000.0,Car Loan,120,517,217256.29,Mortgaged,1,0.63,0.25,217256.29,0,0
Riya Sen,47,Male,Divorced,Graduate,Freelancer,1,1006000.0,83833.33,33553.6,0.5,2,5303000.0,Car Loan,360,645,820950.13,Owned,4,0.58,0.5,820950.13,0,0
Vikram Singh,21,Male,Single,High School,Freelancer,1,775000.0,64583.33,28690.25,0.85,1,4593000.0,Personal Loan,120,635,1681552.73,Owned,4,1.04,0.85,1681552.73,0,1
